filename,xmin,ymin,xmax,ymax
14_crop_53.jpg,197,58,237,99
14_crop_54.jpg,197,244,237,285
14_crop_55.jpg,42,346,82,387
14_crop_56.jpg,197,371,237,412
14_crop_57.jpg,61,143,101,184
14_crop_58.jpg,195,102,235,143
14_crop_59.jpg,197,394,237,435
15_crop_0.jpg,297,200,311,217
15_crop_1.jpg,297,404,311,421
15_crop_2.jpg,279,106,293,123
15_crop_3.jpg,183,8,197,25
15_crop_4.jpg,297,321,311,338
15_crop_5.jpg,297,428,311,445
15_crop_6.jpg,297,291,311,308
15_crop_7.jpg,297,6,311,23
15_crop_8.jpg,60,162,74,179
15_crop_9.jpg,231,392,245,409
15_crop_10.jpg,297,415,311,432
15_crop_11.jpg,285,103,299,120
15_crop_12.jpg,274,6,288,23
15_crop_13.jpg,52,126,66,143
15_crop_14.jpg,297,275,311,292
15_crop_15.jpg,271,222,285,239
15_crop_16.jpg,39,114,53,131
15_crop_17.jpg,296,50,310,67
15_crop_18.jpg,248,174,262,191
15_crop_19.jpg,4,399,18,416
15_crop_20.jpg,294,428,308,445
15_crop_21.jpg,297,428,311,445
15_crop_22.jpg,297,21,311,38
15_crop_23.jpg,185,120,199,137
15_crop_24.jpg,218,312,232,329
15_crop_25.jpg,103,349,117,366
15_crop_26.jpg,297,428,311,445
15_crop_27.jpg,297,116,311,133
15_crop_28.jpg,297,428,311,445
15_crop_29.jpg,124,252,138,269
15_crop_30.jpg,297,428,311,445
15_crop_31.jpg,39,202,53,219
15_crop_32.jpg,297,428,311,445
15_crop_33.jpg,297,380,311,397
15_crop_34.jpg,297,232,311,249
15_crop_35.jpg,297,70,311,87
15_crop_36.jpg,297,318,311,335
15_crop_37.jpg,297,1,311,18
15_crop_38.jpg,297,227,311,244
15_crop_39.jpg,297,54,311,71
15_crop_40.jpg,113,175,127,192
15_crop_41.jpg,238,246,252,263
15_crop_42.jpg,264,261,278,278
15_crop_43.jpg,297,333,311,350
15_crop_44.jpg,154,74,168,91
15_crop_45.jpg,297,151,311,168
15_crop_46.jpg,90,308,104,325
15_crop_47.jpg,78,428,92,445
15_crop_48.jpg,239,428,253,445
15_crop_49.jpg,255,331,269,348
15_crop_50.jpg,297,358,311,375
15_crop_51.jpg,297,304,311,321
15_crop_52.jpg,74,428,88,445
15_crop_53.jpg,297,419,311,436
15_crop_54.jpg,32,133,46,150
15_crop_55.jpg,297,192,311,209
15_crop_56.jpg,297,383,311,400
15_crop_57.jpg,297,59,311,76
15_crop_58.jpg,297,108,311,125
15_crop_59.jpg,56,428,70,445
17_crop_0.jpg,236,250,257,281
17_crop_1.jpg,256,179,277,210
17_crop_2.jpg,425,203,446,234
17_crop_3.jpg,477,119,498,150
17_crop_4.jpg,453,245,474,276
17_crop_5.jpg,192,250,213,281
17_crop_6.jpg,246,123,267,154
17_crop_7.jpg,393,201,414,232
17_crop_8.jpg,416,77,437,108
17_crop_9.jpg,261,250,282,281
17_crop_10.jpg,174,166,195,197
17_crop_11.jpg,112,20,133,51
17_crop_12.jpg,405,250,426,281
17_crop_13.jpg,53,250,74,281
17_crop_14.jpg,214,250,235,281
17_crop_15.jpg,308,133,329,164
17_crop_16.jpg,114,180,135,211
17_crop_17.jpg,413,93,434,124
17_crop_18.jpg,159,250,180,281
17_crop_19.jpg,446,250,467,281
17_crop_20.jpg,205,191,226,222
17_crop_21.jpg,85,207,106,238
17_crop_22.jpg,186,151,207,182
17_crop_23.jpg,233,179,254,210
17_crop_25.jpg,360,188,381,219
17_crop_26.jpg,179,177,200,208
17_crop_27.jpg,442,50,463,81
17_crop_28.jpg,226,21,247,52
17_crop_29.jpg,47,140,68,171
17_crop_30.jpg,123,250,144,281
17_crop_31.jpg,455,250,476,281
17_crop_32.jpg,463,9,484,40
17_crop_33.jpg,255,250,276,281
17_crop_34.jpg,166,142,187,173
17_crop_35.jpg,133,100,154,131
17_crop_36.jpg,198,37,219,68
17_crop_37.jpg,164,250,185,281
17_crop_38.jpg,483,250,504,281
17_crop_39.jpg,256,250,277,281
17_crop_40.jpg,376,250,397,281
17_crop_41.jpg,323,92,344,123
17_crop_42.jpg,461,250,482,281
17_crop_43.jpg,240,250,261,281
17_crop_44.jpg,303,245,324,276
17_crop_45.jpg,444,250,465,281
17_crop_46.jpg,438,250,459,281
17_crop_47.jpg,335,70,356,101
17_crop_48.jpg,490,136,511,167
17_crop_49.jpg,14,222,35,253
17_crop_50.jpg,287,250,308,281
17_crop_51.jpg,7,250,28,281
17_crop_52.jpg,77,49,98,80
17_crop_53.jpg,137,250,158,281
17_crop_54.jpg,19,250,40,281
17_crop_55.jpg,250,95,271,126
17_crop_56.jpg,306,250,327,281
17_crop_57.jpg,123,14,144,45
17_crop_58.jpg,434,99,455,130
17_crop_59.jpg,77,250,98,281
18_crop_0.jpg,181,43,212,79
18_crop_2.jpg,206,75,237,111
18_crop_3.jpg,390,75,421,111
18_crop_4.jpg,189,75,220,111
18_crop_5.jpg,181,75,212,111
18_crop_6.jpg,197,49,228,85
18_crop_7.jpg,203,75,234,111
18_crop_8.jpg,181,75,212,111
18_crop_9.jpg,346,75,377,111
18_crop_11.jpg,475,75,506,111
18_crop_12.jpg,181,75,212,111
18_crop_13.jpg,224,75,255,111
18_crop_14.jpg,420,75,451,111
18_crop_16.jpg,237,37,268,73
18_crop_17.jpg,234,75,265,111
18_crop_18.jpg,181,75,212,111
18_crop_19.jpg,181,45,212,81
18_crop_20.jpg,393,17,424,53
18_crop_21.jpg,181,75,212,111
18_crop_22.jpg,181,75,212,111
18_crop_24.jpg,246,75,277,111
18_crop_25.jpg,382,75,413,111
18_crop_26.jpg,181,75,212,111
18_crop_27.jpg,218,75,249,111
18_crop_28.jpg,232,69,263,105
18_crop_29.jpg,181,15,212,51
18_crop_30.jpg,292,9,323,45
18_crop_31.jpg,181,75,212,111
18_crop_32.jpg,419,75,450,111
18_crop_33.jpg,380,75,411,111
18_crop_34.jpg,359,75,390,111
18_crop_36.jpg,253,75,284,111
18_crop_37.jpg,181,75,212,111
18_crop_38.jpg,181,75,212,111
18_crop_40.jpg,181,75,212,111
18_crop_41.jpg,289,75,320,111
18_crop_42.jpg,181,75,212,111
18_crop_43.jpg,407,75,438,111
18_crop_44.jpg,391,75,422,111
18_crop_45.jpg,227,75,258,111
18_crop_46.jpg,181,75,212,111
18_crop_47.jpg,293,75,324,111
18_crop_48.jpg,181,75,212,111
18_crop_49.jpg,181,75,212,111
18_crop_50.jpg,181,75,212,111
18_crop_51.jpg,394,22,425,58
18_crop_52.jpg,404,75,435,111
18_crop_53.jpg,181,75,212,111
18_crop_54.jpg,341,75,372,111
18_crop_55.jpg,181,75,212,111
18_crop_56.jpg,181,75,212,111
18_crop_57.jpg,181,15,212,51
18_crop_58.jpg,407,75,438,111
18_crop_59.jpg,181,75,212,111
19_crop_0.jpg,338,271,351,288
19_crop_1.jpg,205,409,218,426
19_crop_2.jpg,278,271,291,288
19_crop_3.jpg,236,271,249,288
19_crop_4.jpg,91,361,104,378
19_crop_5.jpg,338,271,351,288
19_crop_6.jpg,313,271,326,288
19_crop_7.jpg,338,360,351,377
19_crop_8.jpg,89,271,102,288
19_crop_9.jpg,226,271,239,288
19_crop_10.jpg,199,271,212,288
19_crop_11.jpg,9,293,22,310
19_crop_12.jpg,2,271,15,288
19_crop_13.jpg,31,271,44,288
19_crop_14.jpg,166,332,179,349
19_crop_15.jpg,327,271,340,288
19_crop_16.jpg,338,453,351,470
19_crop_17.jpg,179,374,192,391
19_crop_18.jpg,294,271,307,288
19_crop_19.jpg,7,271,20,288
19_crop_20.jpg,175,391,188,408
19_crop_21.jpg,338,369,351,386
19_crop_22.jpg,250,282,263,299
19_crop_23.jpg,338,461,351,478
19_crop_24.jpg,336,394,349,411
19_crop_25.jpg,281,308,294,325
19_crop_26.jpg,197,271,210,288
19_crop_28.jpg,338,271,351,288
19_crop_29.jpg,287,426,300,443
19_crop_30.jpg,283,271,296,288
19_crop_31.jpg,163,271,176,288
19_crop_32.jpg,124,489,137,506
19_crop_33.jpg,338,271,351,288
19_crop_34.jpg,157,370,170,387
19_crop_35.jpg,338,271,351,288
19_crop_36.jpg,338,470,351,487
19_crop_37.jpg,157,433,170,450
19_crop_38.jpg,338,407,351,424
19_crop_39.jpg,205,271,218,288
19_crop_40.jpg,258,271,271,288
19_crop_41.jpg,338,271,351,288
19_crop_42.jpg,338,432,351,449
19_crop_43.jpg,338,271,351,288
19_crop_44.jpg,132,271,145,288
19_crop_45.jpg,338,271,351,288
19_crop_47.jpg,183,398,196,415
19_crop_48.jpg,152,384,165,401
19_crop_49.jpg,235,271,248,288
19_crop_50.jpg,338,271,351,288
19_crop_51.jpg,84,271,97,288
19_crop_52.jpg,204,288,217,305
19_crop_53.jpg,203,376,216,393
19_crop_54.jpg,338,400,351,417
19_crop_55.jpg,333,271,346,288
19_crop_56.jpg,292,271,305,288
19_crop_57.jpg,231,492,244,509
19_crop_58.jpg,256,271,269,288
19_crop_59.jpg,244,271,257,288
2_crop_0.jpg,82,100,107,133
2_crop_1.jpg,82,130,107,163
2_crop_2.jpg,82,141,107,174
2_crop_3.jpg,82,197,107,230
2_crop_4.jpg,56,377,81,410
2_crop_5.jpg,82,436,107,469
2_crop_6.jpg,82,291,107,324
2_crop_7.jpg,17,169,42,202
2_crop_8.jpg,82,213,107,246
2_crop_9.jpg,82,353,107,386
2_crop_10.jpg,82,87,107,120
2_crop_11.jpg,82,392,107,425
2_crop_12.jpg,82,236,107,269
2_crop_14.jpg,82,377,107,410
2_crop_15.jpg,82,409,107,442
2_crop_17.jpg,70,87,95,120
2_crop_18.jpg,82,133,107,166
2_crop_19.jpg,82,97,107,130
2_crop_20.jpg,39,458,64,491
2_crop_21.jpg,82,87,107,120
2_crop_23.jpg,82,399,107,432
2_crop_24.jpg,82,148,107,181
2_crop_25.jpg,82,148,107,181
2_crop_26.jpg,27,261,52,294
2_crop_27.jpg,82,404,107,437
2_crop_28.jpg,82,350,107,383
2_crop_29.jpg,82,471,107,504
2_crop_30.jpg,82,87,107,120
2_crop_31.jpg,82,253,107,286
2_crop_32.jpg,82,87,107,120
2_crop_33.jpg,82,127,107,160
2_crop_34.jpg,82,212,107,245
2_crop_35.jpg,82,87,107,120
2_crop_36.jpg,82,365,107,398
2_crop_37.jpg,82,163,107,196
2_crop_38.jpg,82,336,107,369
2_crop_39.jpg,13,163,38,196
2_crop_41.jpg,21,298,46,331
2_crop_42.jpg,82,334,107,367
2_crop_43.jpg,82,279,107,312
2_crop_44.jpg,82,258,107,291
2_crop_45.jpg,82,176,107,209
2_crop_46.jpg,82,87,107,120
2_crop_47.jpg,30,134,55,167
2_crop_48.jpg,8,314,33,347
2_crop_49.jpg,70,87,95,120
2_crop_50.jpg,82,389,107,422
2_crop_51.jpg,13,240,38,273
2_crop_52.jpg,82,359,107,392
2_crop_53.jpg,82,127,107,160
2_crop_54.jpg,82,401,107,434
2_crop_55.jpg,82,436,107,469
2_crop_56.jpg,82,87,107,120
2_crop_57.jpg,82,217,107,250
2_crop_58.jpg,82,355,107,388
2_crop_59.jpg,82,252,107,285
3_crop_1.jpg,106,279,138,316
3_crop_2.jpg,112,463,144,500
3_crop_3.jpg,257,79,289,116
3_crop_4.jpg,350,329,382,366
3_crop_5.jpg,162,268,194,305
3_crop_6.jpg,435,348,467,385
3_crop_7.jpg,333,128,365,165
3_crop_9.jpg,75,271,107,308
3_crop_10.jpg,471,318,503,355
3_crop_11.jpg,433,259,465,296
3_crop_12.jpg,105,36,137,73
3_crop_13.jpg,391,463,423,500
3_crop_14.jpg,116,421,148,458
3_crop_15.jpg,416,22,448,59
3_crop_16.jpg,466,268,498,305
3_crop_18.jpg,193,35,225,72
3_crop_19.jpg,228,87,260,124
3_crop_20.jpg,342,376,374,413
3_crop_21.jpg,187,53,219,90
3_crop_22.jpg,85,341,117,378
3_crop_23.jpg,108,114,140,151
3_crop_24.jpg,307,5,339,42
3_crop_25.jpg,227,144,259,181
3_crop_26.jpg,357,247,389,284
3_crop_27.jpg,226,333,258,370
3_crop_28.jpg,427,143,459,180
3_crop_29.jpg,168,366,200,403
3_crop_30.jpg,248,251,280,288
3_crop_31.jpg,254,155,286,192
3_crop_32.jpg,119,227,151,264
3_crop_33.jpg,34,463,66,500
3_crop_34.jpg,360,379,392,416
3_crop_35.jpg,254,281,286,318
3_crop_36.jpg,311,440,343,477
3_crop_37.jpg,309,73,341,110
3_crop_38.jpg,267,370,299,407
3_crop_39.jpg,41,112,73,149
3_crop_40.jpg,312,428,344,465
3_crop_41.jpg,433,356,465,393
3_crop_42.jpg,454,463,486,500
3_crop_43.jpg,97,121,129,158
3_crop_44.jpg,85,372,117,409
3_crop_45.jpg,380,437,412,474
3_crop_46.jpg,265,122,297,159
3_crop_47.jpg,370,220,402,257
3_crop_48.jpg,305,106,337,143
3_crop_49.jpg,147,330,179,367
3_crop_50.jpg,282,208,314,245
3_crop_51.jpg,365,156,397,193
3_crop_52.jpg,9,214,41,251
3_crop_53.jpg,422,206,454,243
3_crop_54.jpg,299,38,331,75
3_crop_56.jpg,407,131,439,168
3_crop_57.jpg,58,251,90,288
3_crop_58.jpg,453,459,485,496
3_crop_59.jpg,189,349,221,386
4_crop_0.jpg,377,279,400,306
4_crop_1.jpg,397,67,420,94
4_crop_2.jpg,261,279,284,306
4_crop_3.jpg,106,279,129,306
4_crop_4.jpg,295,119,318,146
4_crop_5.jpg,375,252,398,279
4_crop_7.jpg,306,125,329,152
4_crop_8.jpg,19,276,42,303
4_crop_9.jpg,238,279,261,306
4_crop_10.jpg,341,274,364,301
4_crop_11.jpg,92,232,115,259
4_crop_12.jpg,81,104,104,131
4_crop_13.jpg,234,7,257,34
4_crop_14.jpg,412,279,435,306
4_crop_15.jpg,321,279,344,306
4_crop_16.jpg,48,279,71,306
4_crop_17.jpg,12,279,35,306
4_crop_18.jpg,109,168,132,195
4_crop_19.jpg,263,279,286,306
4_crop_20.jpg,434,279,457,306
4_crop_21.jpg,80,60,103,87
4_crop_22.jpg,319,279,342,306
4_crop_23.jpg,318,118,341,145
4_crop_24.jpg,143,279,166,306
4_crop_25.jpg,274,144,297,171
4_crop_26.jpg,446,163,469,190
4_crop_27.jpg,459,43,482,70
4_crop_28.jpg,467,279,490,306
4_crop_29.jpg,361,220,384,247
4_crop_30.jpg,32,279,55,306
4_crop_31.jpg,446,107,469,134
4_crop_32.jpg,418,103,441,130
4_crop_33.jpg,204,109,227,136
4_crop_34.jpg,238,152,261,179
4_crop_35.jpg,31,279,54,306
4_crop_36.jpg,24,279,47,306
4_crop_37.jpg,75,201,98,228
4_crop_38.jpg,188,279,211,306
4_crop_39.jpg,228,279,251,306
4_crop_40.jpg,143,87,166,114
4_crop_41.jpg,112,279,135,306
4_crop_42.jpg,396,279,419,306
4_crop_44.jpg,172,168,195,195
4_crop_45.jpg,135,279,158,306
4_crop_46.jpg,133,279,156,306
4_crop_47.jpg,16,279,39,306
4_crop_48.jpg,56,170,79,197
4_crop_49.jpg,0,279,23,306
4_crop_50.jpg,348,180,371,207
4_crop_51.jpg,143,279,166,306
4_crop_52.jpg,363,279,386,306
4_crop_53.jpg,402,99,425,126
4_crop_54.jpg,188,82,211,109
4_crop_55.jpg,144,163,167,190
4_crop_56.jpg,246,135,269,162
4_crop_57.jpg,474,279,497,306
4_crop_58.jpg,260,241,283,268
4_crop_59.jpg,106,222,129,249
5_crop_0.jpg,427,436,458,476
5_crop_1.jpg,338,239,369,279
5_crop_2.jpg,89,427,120,467
5_crop_3.jpg,383,223,414,263
5_crop_4.jpg,243,272,274,312
5_crop_5.jpg,297,411,328,451
5_crop_6.jpg,229,21,260,61
5_crop_7.jpg,464,204,495,244
5_crop_8.jpg,304,436,335,476
5_crop_9.jpg,189,165,220,205
5_crop_10.jpg,209,376,240,416
5_crop_11.jpg,476,60,507,100
5_crop_14.jpg,85,345,116,385
5_crop_15.jpg,471,78,502,118
5_crop_16.jpg,324,310,355,350
5_crop_17.jpg,274,395,305,435
5_crop_18.jpg,379,387,410,427
5_crop_19.jpg,240,43,271,83
5_crop_20.jpg,311,456,342,496
5_crop_21.jpg,143,45,174,85
5_crop_22.jpg,170,149,201,189
5_crop_25.jpg,479,344,510,384
5_crop_26.jpg,253,472,284,512
5_crop_28.jpg,426,335,457,375
5_crop_29.jpg,477,307,508,347
5_crop_30.jpg,298,59,329,99
5_crop_31.jpg,217,264,248,304
5_crop_32.jpg,10,132,41,172
5_crop_33.jpg,180,111,211,151
5_crop_34.jpg,437,313,468,353
5_crop_35.jpg,327,320,358,360
5_crop_36.jpg,208,76,239,116
5_crop_37.jpg,27,140,58,180
5_crop_40.jpg,70,161,101,201
5_crop_41.jpg,165,437,196,477
5_crop_42.jpg,82,313,113,353
5_crop_43.jpg,6,23,37,63
5_crop_44.jpg,52,30,83,70
5_crop_45.jpg,343,238,374,278
5_crop_46.jpg,204,107,235,147
5_crop_47.jpg,247,251,278,291
5_crop_49.jpg,466,44,497,84
5_crop_50.jpg,44,148,75,188
5_crop_51.jpg,275,58,306,98
5_crop_52.jpg,298,25,329,65
5_crop_53.jpg,169,364,200,404
5_crop_54.jpg,119,65,150,105
5_crop_55.jpg,457,399,488,439
5_crop_57.jpg,251,457,282,497
5_crop_58.jpg,199,125,230,165
6_crop_0.jpg,179,196,218,240
6_crop_1.jpg,462,299,501,343
6_crop_2.jpg,429,176,468,220
6_crop_3.jpg,390,408,429,452
6_crop_4.jpg,381,211,420,255
6_crop_5.jpg,179,164,218,208
6_crop_6.jpg,274,408,313,452
6_crop_7.jpg,325,138,364,182
6_crop_8.jpg,203,212,242,256
6_crop_9.jpg,179,82,218,126
6_crop_10.jpg,179,408,218,452
6_crop_11.jpg,309,95,348,139
6_crop_12.jpg,275,408,314,452
6_crop_13.jpg,266,283,305,327
6_crop_14.jpg,263,108,302,152
